chr,chromStart,chromEnd,name,score,pValue,peak,annotStart,annotEnd,gene,product
U00096.3,1695945,1696221,NA_peak_32,392,42.1792,154,1694260,1696071,gene=uidA,product=beta-glucuronidase
U00096.3,1696976,1697412,NA_peak_33,2594,262.994,219,1696462,1697052,gene=uidR,product=DNA-binding transcriptional repressor UidR
U00096.3,1696976,1697412,NA_peak_33,2594,262.994,219,1697273,1698040,gene=hdhA,product=7-alpha-hydroxysteroid dehydrogenase
U00096.3,1699482,1699906,NA_peak_34,1628,166.189,234,1699355,1700947,gene=malX,product=PTS enzyme IIBC component MalX
U00096.3,1799907,1800203,NA_peak_35,29,4.82448,168,1799802,1799999,gene=rpmI,product=50S ribosomal subunit protein L35
U00096.3,1799907,1800203,NA_peak_35,29,4.82448,168,1800096,1800638,gene=infC,product=translation initiation factor IF-3
U00096.3,1846025,1846220,NA_peak_36,77,9.93746,72,1844999,1846960,gene=topB,product=DNA topoisomerase III
U00096.3,1913357,1913611,NA_peak_37,350,37.9602,114,1912768,1914816,gene=prc,product=tail-specific protease
U00096.3,1991786,1992199,NA_peak_38,178,20.5399,124,1992269,1992817,gene=pgsA,product=CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
U00096.3,2265854,2266450,NA_peak_39,7230,727.888,318,2265450,2266022,gene=yeiP,product=elongation factor P-like protein YeiP
U00096.3,2265854,2266450,NA_peak_39,7230,727.888,318,2266245,2267711,gene=yeiQ,product=putative oxidoreductase YeiQ
U00096.3,2270141,2270350,NA_peak_40,68,9.02242,66,2269979,2270545,gene=mepS,product=peptidoglycan endopeptidase/peptidoglycan L%2CD-carboxypeptidase
U00096.3,2311582,2312041,NA_peak_41,115,14.0218,167,2311646,2312749,gene=ompC,product=outer membrane porin C
U00096.3,2359792,2360020,NA_peak_42,217,24.4918,95,2358863,2360152,gene=yfaV,product=putative transporter YfaV
U00096.3,2370340,2370542,NA_peak_43,156,18.2621,97,2370018,2370908,gene=arnD,product=putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
U00096.3,2404824,2404977,NA_peak_44,21,3.92652,83,2404629,2405072,gene=nuoA,product=NADH:quinone oxidoreductase subunit A
U00096.3,2430051,2430221,NA_peak_45,65,8.69042,100,2428721,2430238,gene=purF,product=amidophosphoribosyltransferase
U00096.3,2518038,2518251,NA_peak_46,60,8.10825,49,2515643,2517832,gene=pdeA,product=putative c-di-GMP phosphodiesterase PdeA
U00096.3,2520983,2521291,NA_peak_47,132,15.8705,87,2521593,2522477,gene=xapR,product=DNA-binding transcriptional activator XapR
U00096.3,2532429,2532682,NA_peak_48,40,5.93854,105,2532409,2533380,gene=cysK,product=cysteine synthase A
U00096.3,2608132,2608403,NA_peak_49,320,34.9814,166,2606917,2608497,gene=hyfF,product=hydrogenase 4 component F
U00096.3,2617027,2617480,NA_peak_50,1059,109.187,236,2616094,2617557,gene=bepA,product=beta-barrel assembly-enhancing protease
U00096.3,2625213,2625368,NA_peak_51,55,7.62805,89,2625115,2626656,gene=ppx,product=exopolyphosphatase
U00096.3,2636171,2636384,NA_peak_52,78,10.1091,82,2635884,2637356,gene=der,product=50S ribosomal subunit stability factor
U00096.3,2650365,2650597,NA_peak_53,113,13.8297,120,2647326,2652287,gene=yfhM,product=alpha2-macroglobulin
U00096.3,2691113,2691339,NA_peak_54,114,13.8828,121,2689671,2691098,gene=glrK,product=histidine kinase GlrK
U00096.3,2715963,2716458,NA_peak_55,329,35.8928,278,2715423,2716010,gene=eamB,product=cysteine/O-acetylserine exporter EamB
U00096.3,2715963,2716458,NA_peak_55,329,35.8928,278,2716066,2716449,gene=grcA,product=stress-induced alternate pyruvate formate-lyase subunit
U00096.3,2726072,2728364,NA_peak_56,115,14.0536,1961,2725925,2725987,gene=yfiS,product=protein YfiS
U00096.3,2728431,2730956,NA_peak_57,134,16.0378,1658,2731600,2734173,gene=clpB,product=chaperone protein ClpB
U00096.3,2728431,2730956,NA_peak_57,134,16.0378,1658,2731600,2733729,gene=clpB,product=ClpB80
U00096.3,2731187,2731378,NA_peak_58,49,7.00898,49,2731600,2734173,gene=clpB,product=chaperone protein ClpB
U00096.3,2731187,2731378,NA_peak_58,49,7.00898,49,2731600,2733729,gene=clpB,product=ClpB80
U00096.3,2737404,2737593,NA_peak_59,37,5.69564,60,2737154,2737495,gene=raiA,product=ribosome-associated inhibitor A
U00096.3,2753648,2753808,NA_peak_60,53,7.42381,40,2753605,2753946,gene=bamE,product=outer membrane protein assembly factor BamE
U00096.3,2755515,2755865,NA_peak_61,49,6.99034,219,2754896,2755378,gene=smpB,product=SsrA-binding protein
U00096.3,2797584,2797731,NA_peak_62,56,7.73121,58,2797520,2798044,gene=ygaP,product=thiosulfate sulfurtransferase YgaP
U00096.3,2817714,2818697,NA_peak_63,269,29.7517,798,2816937,2817503,gene=yqaB,product=fructose-1-phosphate phosphatase YqaB
U00096.3,2822768,2823029,NA_peak_64,84,10.6969,175,2822708,2823769,gene=recA,product=DNA recombination/repair protein RecA
U00096.3,2866658,2866860,NA_peak_65,80,10.341,67,2866559,2867551,gene=rpoS,product=RNA polymerase sigma factor RpoS
U00096.3,2867281,2867561,NA_peak_66,36,5.57668,75,2866559,2867551,gene=rpoS,product=RNA polymerase sigma factor RpoS
U00096.3,2867964,2868135,NA_peak_67,38,5.71702,117,2867614,2868753,gene=nlpD,product=murein hydrolase activator NlpD
U00096.3,2924134,2924548,NA_peak_68,536,56.7255,159,2923784,2924113,gene=yqcC,product=DUF446 domain-containing protein YqcC
U00096.3,2931232,2931450,NA_peak_69,215,24.342,109,2931055,2931810,gene=ygdG,product=flap endonuclease
U00096.3,2970211,2970362,NA_peak_70,33,5.26778,10,2969662,2970351,gene=mutH,product=DNA mismatch repair protein MutH
U00096.3,2999002,2999221,NA_peak_71,55,7.65814,114,2999136,2999891,gene=actS,product=amidase activator
U00096.3,3055907,3056356,NA_peak_72,44,6.40043,170,3055612,3055941,gene=zapA,product=cell division protein ZapA
U00096.3,3055907,3056356,NA_peak_72,44,6.40043,170,3056241,3056789,gene=fau,product=putative 5-formyltetrahydrofolate cyclo-ligase
U00096.3,3057112,3057262,NA_peak_73,34,5.28867,62,3057178,3058410,gene=serA,product=phosphoglycerate dehydrogenase
U00096.3,3058034,3058299,NA_peak_74,44,6.3911,200,3057178,3058410,gene=serA,product=phosphoglycerate dehydrogenase
U00096.3,3178118,3178419,NA_peak_75,53,7.36908,224,3178115,3179596,gene=tolC,product=outer membrane channel TolC
U00096.3,3194636,3194969,NA_peak_76,119,14.4284,131,3194766,3194825,gene=ibsD,product=putative toxic peptide IbsD
U00096.3,3210749,3210939,NA_peak_77,159,18.5661,75,3210781,3210996,gene=rpsU,product=30S ribosomal subunit protein S21
U00096.3,3228064,3228307,NA_peak_78,76,9.82488,117,3227801,3228871,gene=ygjJ,product=protein YgjJ
U00096.3,3238381,3238553,NA_peak_79,39,5.83361,90,3238580,3239545,gene=alx,product=putative membrane-bound redox modulator Alx
U00096.3,3243401,3243598,NA_peak_80,86,10.958,109,3243329,3244741,gene=uxaC,product=D-glucoronate/D-galacturonate isomerase
U00096.3,3244306,3245189,NA_peak_81,8443,850.448,498,3243329,3244741,gene=uxaC,product=D-glucoronate/D-galacturonate isomerase
U00096.3,3246382,3246782,NA_peak_82,2068,210.366,228,3245224,3246522,gene=exuT,product=hexuronate transporter
U00096.3,3246382,3246782,NA_peak_82,2068,210.366,228,3246652,3247428,gene=exuR,product=DNA-binding transcriptional repressor ExuR
U00096.3,3267544,3267708,NA_peak_83,204,23.2559,84,3267380,3267598,gene=tdcR,product=DNA-binding transcriptional activator TdcR
U00096.3,3276218,3276571,NA_peak_84,136,16.2886,109,3275282,3276853,gene=garD,product=GarD
U00096.3,3307950,3308162,NA_peak_85,103,12.8026,120,3308040,3308924,gene=nlpI,product=lipoprotein NlpI
U00096.3,3308227,3308611,NA_peak_86,227,25.5823,230,3308040,3308924,gene=nlpI,product=lipoprotein NlpI
U00096.3,3318096,3318463,NA_peak_87,330,35.946,170,3317554,3318006,gene=rimP,product=ribosome maturation factor RimP
U00096.3,3321991,3322532,NA_peak_88,91,11.5017,216,3322173,3322505,gene=secG,product=Sec translocon subunit SecG
U00096.3,3324373,3324621,NA_peak_89,74,9.62861,139,3324063,3324911,gene=folP,product=dihydropteroate synthase
U00096.3,3326608,3326792,NA_peak_90,29,4.73332,13,3325001,3326935,gene=ftsH,product=ATP-dependent zinc metalloprotease FtsH
U00096.3,3328654,3328837,NA_peak_91,38,5.72816,41,3328239,3328715,gene=greA,product=transcription elongation factor GreA
U00096.3,3332976,3333440,NA_peak_92,36,5.51108,72,3332862,3333119,gene=rpmA,product=50S ribosomal subunit protein L27
U00096.3,3332976,3333440,NA_peak_92,36,5.51108,72,3333140,3333451,gene=rplU,product=50S ribosomal subunit protein L21
U00096.3,3341547,3341811,NA_peak_93,39,5.90288,128,3341266,3342252,gene=kdsD,product=D-arabinose 5-phosphate isomerase KdsD
U00096.3,3354627,3354982,NA_peak_94,72,9.48476,113,3354725,3359185,gene=gltB,product=glutamate synthase subunit GltB
U00096.3,3373440,3373856,NA_peak_95,296,32.5619,168,3372683,3373576,gene=nanA,product=N-acetylneuraminate lyase
U00096.3,3373440,3373856,NA_peak_95,296,32.5619,168,3373698,3374489,gene=nanR,product=NanR
U00096.3,3380344,3380493,NA_peak_96,13,3.00847,8,3380191,3380589,gene=zapG,product=Z-ring associated protein G
U00096.3,3406713,3407077,NA_peak_97,187,21.5034,145,3405917,3407266,gene=accC,product=biotin carboxylase
U00096.3,3423650,3424202,NA_peak_98,107,13.2353,434,3422436,3423194,gene=yhdZ,product=putative ABC transporter ATP-binding subunit YhdZ
U00096.3,3424284,3424462,NA_peak_99,71,9.3298,99,3422436,3423194,gene=yhdZ,product=putative ABC transporter ATP-binding subunit YhdZ
U00096.3,3424515,3428745,NA_peak_100,164,19.1042,2901,3429236,3429790,gene=yrdA,product=hexapeptide repeat-containing protein YrdA
U00096.3,3439678,3440496,NA_peak_101,20,3.79107,790,3439616,3439999,gene=rplQ,product=50S ribosomal subunit protein L17
U00096.3,3439678,3440496,NA_peak_101,20,3.79107,790,3440040,3441029,gene=rpoA,product=RNA polymerase subunit alpha
U00096.3,3440984,3441649,NA_peak_102,45,6.52318,262,3440040,3441029,gene=rpoA,product=RNA polymerase subunit alpha
U00096.3,3440984,3441649,NA_peak_102,45,6.52318,262,3441055,3441675,gene=rpsD,product=30S ribosomal subunit protein S4
U00096.3,3442087,3442941,NA_peak_103,1283,131.585,665,3441709,3442098,gene=rpsK,product=30S ribosomal subunit protein S11
U00096.3,3442087,3442941,NA_peak_103,1283,131.585,665,3442115,3442471,gene=rpsM,product=30S ribosomal subunit protein S13
U00096.3,3442087,3442941,NA_peak_103,1283,131.585,665,3442618,3442734,gene=rpmJ,product=50S ribosomal subunit protein L36
U00096.3,3442087,3442941,NA_peak_103,1283,131.585,665,3442766,3444097,gene=secY,product=Sec translocon subunit SecY
U00096.3,3443714,3444371,NA_peak_104,176,20.3982,291,3442766,3444097,gene=secY,product=Sec translocon subunit SecY
U00096.3,3443714,3444371,NA_peak_104,176,20.3982,291,3444105,3444539,gene=rplO,product=50S ribosomal subunit protein L15
U00096.3,3445343,3445500,NA_peak_105,33,5.23675,103,3445244,3445597,gene=rplR,product=50S ribosomal subunit protein L18
U00096.3,3445718,3446051,NA_peak_106,68,8.97328,242,3445607,3446140,gene=rplF,product=50S ribosomal subunit protein L6
U00096.3,3446353,3447102,NA_peak_107,121,14.6996,103,3446153,3446545,gene=rpsH,product=30S ribosomal subunit protein S8
U00096.3,3446353,3447102,NA_peak_107,121,14.6996,103,3446579,3446884,gene=rpsN,product=30S ribosomal subunit protein S14
U00096.3,3446353,3447102,NA_peak_107,121,14.6996,103,3446899,3447438,gene=rplE,product=50S ribosomal subunit protein L5
U00096.3,3447562,3448184,NA_peak_108,117,14.2668,272,3447453,3447767,gene=rplX,product=50S ribosomal subunit protein L24
U00096.3,3447562,3448184,NA_peak_108,117,14.2668,272,3447778,3448149,gene=rplN,product=50S ribosomal subunit protein L14
U00096.3,3448569,3448784,NA_peak_109,59,8.04809,122,3448568,3448759,gene=rpmC,product=50S ribosomal subunit protein L29
U00096.3,3448569,3448784,NA_peak_109,59,8.04809,122,3448759,3449169,gene=rplP,product=50S ribosomal subunit protein L16
U00096.3,3449990,3450155,NA_peak_110,37,5.64377,97,3449901,3450233,gene=rplV,product=50S ribosomal subunit protein L22
U00096.3,3450256,3450954,NA_peak_111,111,13.6637,423,3450248,3450526,gene=rpsS,product=30S ribosomal subunit protein S19
U00096.3,3450256,3450954,NA_peak_111,111,13.6637,423,3450543,3451364,gene=rplB,product=50S ribosomal subunit protein L2
U00096.3,3451639,3451933,NA_peak_112,35,5.46484,56,3451382,3451684,gene=rplW,product=50S ribosomal subunit protein L23
U00096.3,3451639,3451933,NA_peak_112,35,5.46484,56,3451681,3452286,gene=rplD,product=50S ribosomal subunit protein L4
U00096.3,3451983,3452257,NA_peak_113,32,5.15221,157,3451681,3452286,gene=rplD,product=50S ribosomal subunit protein L4
U00096.3,3452956,3453406,NA_peak_114,171,19.8522,251,3452959,3453270,gene=rpsJ,product=30S ribosomal subunit protein S10
U00096.3,3456331,3456523,NA_peak_115,33,5.2167,67,3455578,3456393,gene=gspC,product=Type II secretion system protein GspC
U00096.3,3456331,3456523,NA_peak_115,33,5.2167,67,3456377,3458329,gene=gspD,product=Type II secretion system protein GspD
U00096.3,3462484,3462737,NA_peak_116,62,8.37801,60,3462344,3462931,gene=gspJ,product=Type II secretion system protein GspJ
U00096.3,3470180,3470457,NA_peak_117,29,4.77374,247,3470145,3471329,gene=tufA,product=translation elongation factor Tu 1
U00096.3,3471424,3471787,NA_peak_118,95,11.9352,245,3471400,3473514,gene=fusA,product=elongation factor G
U00096.3,3474504,3474788,NA_peak_119,45,6.57192,248,3474178,3474552,gene=rpsL,product=30S ribosomal subunit protein S12
U00096.3,3474504,3474788,NA_peak_119,45,6.57192,248,3474678,3474965,gene=tusB,product=sulfurtransferase complex subunit TusB
U00096.3,3476030,3476177,NA_peak_120,26,4.46012,122,3475718,3476440,gene=yheO,product=DNA-binding transcriptional regulator YheO
U00096.3,3562082,3562413,NA_peak_121,42,6.21994,230,3562013,3563518,gene=glpD,product=aerobic glycerol 3-phosphate dehydrogenase
U00096.3,3563216,3563621,NA_peak_122,95,11.8871,53,3562013,3563518,gene=glpD,product=aerobic glycerol 3-phosphate dehydrogenase
U00096.3,3573762,3574022,NA_peak_123,71,9.35,46,3573775,3574878,gene=asd,product=aspartate-semialdehyde dehydrogenase
U00096.3,3630626,3631017,NA_peak_124,43,6.30772,28,3630665,3630778,gene=yhiY,product=protein YhiY
U00096.3,3630626,3631017,NA_peak_124,43,6.30772,28,3630968,3632590,gene=yhiJ,product=DUF4049 domain-containing protein YhiJ
U00096.3,3635216,3635428,NA_peak_125,41,6.09367,82,3634841,3635893,gene=yhiM,product=inner membrane protein YhiM
U00096.3,3635661,3635848,NA_peak_126,50,7.03872,89,3634841,3635893,gene=yhiM,product=inner membrane protein YhiM
U00096.3,3640029,3640244,NA_peak_127,99,12.3706,112,3640111,3640545,gene=uspA,product=universal stress protein A
U00096.3,3640374,3640850,NA_peak_128,508,53.9038,320,3640111,3640545,gene=uspA,product=universal stress protein A
U00096.3,3640374,3640850,NA_peak_128,508,53.9038,320,3640612,3640686,gene=yriA,product=protein YriA
U00096.3,3640374,3640850,NA_peak_128,508,53.9038,320,3640643,3640696,gene=yriB,product=protein YriB
U00096.3,3655133,3655543,NA_peak_129,49,6.94053,113,3654683,3655213,gene=dctR,product=putative DNA-binding transcriptional regulator DctR
U00096.3,3655133,3655543,NA_peak_129,49,6.94053,113,3655255,3655902,gene=yhiD,product=inner membrane protein YhiD
U00096.3,3655661,3655933,NA_peak_130,67,8.88464,30,3655255,3655902,gene=yhiD,product=inner membrane protein YhiD
U00096.3,3656466,3656675,NA_peak_131,103,12.7957,79,3656408,3656740,gene=hdeA,product=periplasmic acid stress chaperone HdeA
U00096.3,3663659,3664112,NA_peak_132,91,11.4517,268,3663890,3664618,gene=gadW,product=DNA-binding transcriptional dual regulator GadW
U00096.3,3664348,3664577,NA_peak_133,46,6.63276,136,3663890,3664618,gene=gadW,product=DNA-binding transcriptional dual regulator GadW
U00096.3,3665045,3665435,NA_peak_134,69,9.12953,279,3664986,3665810,gene=gadX,product=DNA-binding transcriptional dual regulator GadX
U00096.3,3665488,3665748,NA_peak_135,87,11.068,161,3664986,3665810,gene=gadX,product=DNA-binding transcriptional dual regulator GadX
U00096.3,3705696,3705885,NA_peak_136,33,5.2463,50,3704771,3705790,gene=dppB,product=dipeptide ABC transporter membrane subunit DppB
U00096.3,3718648,3718853,NA_peak_137,25,4.37845,42,3718334,3719044,gene=yiaF,product=DUF3053 domain-containing protein YiaF
U00096.3,3719847,3720207,NA_peak_138,384,41.3735,168,3720049,3720261,gene=cspA,product=cold shock protein CspA
U00096.3,3725385,3725561,NA_peak_139,41,6.11925,32,3725413,3725712,gene=ysaB,product=putative lipoprotein YsaB
U00096.3,3737343,3737527,NA_peak_140,27,4.52048,137,3737497,3739527,gene=malS,product=alpha-amylase
U00096.3,3745082,3745365,NA_peak_141,342,37.1199,123,3744804,3746081,gene=yiaN,product=2%2C3-diketo-L-gulonate:Na(+) symporter - membrane subunit
U00096.3,3776922,3777429,NA_peak_142,1454,148.715,271,3776665,3777027,gene=yibL,product=DUF2810 domain-containing protein YibL
U00096.3,3776922,3777429,NA_peak_142,1454,148.715,271,3777399,3779054,gene=lldP,product=lactate/glycolate:H(+) symporter LldP
U00096.3,3806048,3806421,NA_peak_143,33,5.27485,328,3805943,3807067,gene=waaG,product=lipopolysaccharide glucosyltransferase I
U00096.3,3807472,3807680,NA_peak_144,21,3.92086,9,3807064,3808098,gene=waaQ,product=lipopolysaccharide core heptosyltransferase 3
U00096.3,3811441,3811638,NA_peak_145,32,5.10322,124,3811438,3811674,gene=rpmB,product=50S ribosomal subunit protein L28
U00096.3,3811766,3811969,NA_peak_146,36,5.57744,77,3811891,3812559,gene=yicR,product=RadC-like JAB domain-containing protein YicR
U00096.3,3821869,3822023,NA_peak_147,40,5.96693,140,3821428,3822051,gene=gmk,product=guanylate kinase
U00096.3,3823525,3823709,NA_peak_148,37,5.62078,28,3822400,3824508,gene=spoT,product=bifunctional (p)ppGpp synthase/hydrolase SpoT
U00096.3,3839781,3839968,NA_peak_149,97,12.1786,126,3839175,3839993,gene=nlpA,product=lipoprotein-28
U00096.3,3840245,3840678,NA_peak_150,31,4.98731,409,3840215,3840508,gene=yicS,product=uncharacterized protein YicS
U00096.3,3840245,3840678,NA_peak_150,31,4.98731,409,3840549,3841739,gene=nepI,product=purine ribonucleoside exporter
U00096.3,3884524,3884684,NA_peak_151,54,7.47803,97,3884493,3884852,gene=rnpA,product=RNase P protein component
U00096.3,3891442,3891691,NA_peak_152,93,11.6666,117,3890236,3891483,gene=tnaB,product=tryptophan:H(+) symporter TnaB
U00096.3,3891442,3891691,NA_peak_152,93,11.6666,117,3891615,3892790,gene=mdtL,product=efflux pump MdtL
U00096.3,3911923,3912102,NA_peak_153,31,4.97931,132,3911839,3913668,gene=glmS,product=L-glutamine--D-fructose-6-phosphate aminotransferase
U00096.3,3914986,3915181,NA_peak_154,160,18.7288,60,3913830,3915200,gene=glmU,product=fused N-acetylglucosamine-1-phosphate uridyltransferase and glucosamine-1-phosphate acetyltransferase
U00096.3,3920595,3920841,NA_peak_155,79,10.2212,82,3920418,3920888,gene=atpF,product=ATP synthase Fo complex subunit b
U00096.3,3941883,3947191,NA_peak_156,276,30.5216,1534,3947128,3947967,gene=hdfR,product=DNA-binding transcriptional dual regulator HdfR
U00096.3,3950333,3950616,NA_peak_157,87,11.052,82,3950322,3950420,gene=ilvL,product=ilvXGMEDA operon leader peptide
U00096.3,3950333,3950616,NA_peak_157,87,11.052,82,3950507,3950557,gene=ilvX,product=uncharacterized protein IlvX
U00096.3,3951300,3951483,NA_peak_158,74,9.60811,88,3952201,3952464,gene=ilvM,product=acetolactate synthase II subunit IlvM
U00096.3,3964497,3964710,NA_peak_159,17,3.37396,1,3964365,3965630,gene=rhlB,product=ATP-dependent RNA helicase RhlB
U00096.3,3966036,3966545,NA_peak_160,197,22.5453,270,3965761,3966090,gene=trxA,product=thioredoxin 1
U00096.3,3966036,3966545,NA_peak_160,197,22.5453,270,3966231,3966332,gene=rhoL,product=rho operon leader peptide
U00096.3,3966036,3966545,NA_peak_160,197,22.5453,270,3966417,3967676,gene=rho,product=transcription termination factor Rho
U00096.3,3982330,3982874,NA_peak_161,134,16.039,157,3980887,3982272,gene=yifK,product=putative transporter YifK
U00096.3,3986492,3986745,NA_peak_162,59,8.04349,76,3986686,3987882,gene=hemY,product=protein HemY
U00096.3,3991097,3991482,NA_peak_163,79,10.2394,315,3991153,3993699,gene=cyaA,product=adenylate cyclase
U00096.3,4035243,4038322,NA_peak_164,186,21.3549,2026,4034608,4035153,gene=hemG,product=protoporphyrinogen oxidase
U00096.3,4038382,4040421,NA_peak_165,79,10.145,347,4040906,4041433,gene=mobB,product=molybdopterin-guanine dinucleotide biosynthesis adaptor protein
U00096.3,4040472,4040640,NA_peak_166,35,5.47278,42,4040906,4041433,gene=mobB,product=molybdopterin-guanine dinucleotide biosynthesis adaptor protein
U00096.3,4049623,4049817,NA_peak_167,32,5.12123,74,4046966,4049752,gene=polA,product=DNA polymerase I
U00096.3,4049976,4050140,NA_peak_168,33,5.18766,56,4050133,4050765,gene=yihA,product=GTP-binding protein YihA
U00096.3,4085344,4085838,NA_peak_169,366,39.5499,220,4082772,4085822,gene=fdoG,product=formate dehydrogenase O subunit alpha
U00096.3,4098298,4098480,NA_peak_170,14,3.05378,65,4097736,4098572,gene=rhaS,product=DNA-binding transcriptional activator RhaS
U00096.3,4105322,4105478,NA_peak_171,38,5.75695,19,4104972,4105670,gene=cpxR,product=DNA-binding transcriptional dual regulator CpxR
U00096.3,4166409,4167271,NA_peak_172,107,13.1639,512,4165428,4166285,gene=murI,product=glutamate racemase
U00096.3,4167435,4168935,NA_peak_173,151,17.8055,325,4165428,4166285,gene=murI,product=glutamate racemase
U00096.3,4169054,4169372,NA_peak_174,107,13.1541,136,4172057,4173085,gene=murB,product=UDP-N-acetylenolpyruvoylglucosamine reductase
U00096.3,4169427,4171767,NA_peak_175,139,16.5474,360,4172057,4173085,gene=murB,product=UDP-N-acetylenolpyruvoylglucosamine reductase
U00096.3,4175350,4176009,NA_peak_176,164,19.0903,431,4175944,4177128,gene=tufB,product=translation elongation factor Tu 2
U00096.3,4176922,4177275,NA_peak_177,55,7.6423,90,4175944,4177128,gene=tufB,product=translation elongation factor Tu 2
U00096.3,4178122,4178269,NA_peak_178,64,8.56685,88,4177743,4178288,gene=nusG,product=transcription termination/antitermination factor NusG
